name,image_link,state,category,latitude,longitude,city
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03862v.jpg,CA,Historical Building,34.4221319,-119.702667,Santa Barbara
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03863v.jpg,CA,Historical Building,34.4221319,-119.702667,Santa Barbara
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03864v.jpg,CA,Historical Building,34.4221319,-119.702667,Santa Barbara
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03865v.jpg,CA,Historical Building,34.4221319,-119.702667,Santa Barbara
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03866v.jpg,CA,Historical Building,34.4221319,-119.702667,Santa Barbara
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03867v.jpg,CA,Historical Building,34.4221319,-119.702667,Santa Barbara
"Courthouse, Court Street, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/03900/03902v.jpg,CA,Historical Building,36.3302284,-119.292058,Visalia
"Public parking structure, Sutter Street, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/03900/03960v.jpg,CA,Park,37.9577016,-121.290779,Stockton
"Public parking structure, Sutter Street, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/03900/03961v.jpg,CA,Park,37.9577016,-121.290779,Stockton
"California Bridge Center, 945 North Fairfax, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/03900/03985v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Center Fire Station, H Street, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/03900/03988v.jpg,CA,Gas Station,35.3738712,-119.019463,Bakersfield
"Carnegie Library (museum), F Street, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04000/04001v.jpg,CA,Museum,40.8018746,-124.1707558,Eureka
"Bank, Mountain Mike's Pizza, Broadway, King City, California",https://cdn.loc.gov/service/pnp/mrg/04000/04016v.jpg,CA,Other,36.2135291,-121.1247365,King City
"Wells Fargo Bank, Alta Street, Gonzales, California",https://cdn.loc.gov/service/pnp/mrg/04000/04017v.jpg,CA,Other,36.5080741,-121.4447041,Gonzales
"American Trust Co. credit union, column detail, Petaluma Boulevard and Western Avenue, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/04000/04029v.jpg,CA,Other,38.2325829,-122.636465,Petaluma
"American Trust Co. credit union, Petaluma Boulevard and Western Avenue, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/04000/04030v.jpg,CA,Other,38.2325829,-122.636465,Petaluma
"Old bank, Petaluma Boulevard and Western Avenue, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/04000/04038v.jpg,CA,Other,38.2325829,-122.636465,Petaluma
"Bank of Eureka and Savings Bank of Humboldt County, Third and I Streets, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04000/04041v.jpg,CA,Other,40.8018746,-124.1707558,Eureka
"Bank of Eureka and Savings Bank of Humboldt County, Third and I Streets, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04000/04042v.jpg,CA,Other,40.8018746,-124.1707558,Eureka
"Bank of Eureka and Savings Bank of Humboldt County, detail, Third and I Streets, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04000/04043v.jpg,CA,Other,40.8018746,-124.1707558,Eureka
"Bank of America,Westwood Boulevard and Kinross, Westwood, California",https://cdn.loc.gov/service/pnp/mrg/04000/04080v.jpg,CA,Other,34.0668947,-118.439944,Westwood
"Masonic Temple (1920), door detail, Lassen Street, Susanville, California",https://cdn.loc.gov/service/pnp/mrg/04100/04136v.jpg,CA,Other,40.4162842,-120.653006,Susanville
"Masonic Temple (1924), pediment detail, Lassen Street, Susanville, California",https://cdn.loc.gov/service/pnp/mrg/04100/04137v.jpg,CA,Other,40.4162842,-120.653006,Susanville
"Masonic Temple (1924), pediment detail, Lassen Street, Susanville, California",https://cdn.loc.gov/service/pnp/mrg/04100/04138v.jpg,CA,Other,40.4162842,-120.653006,Susanville
"Masonic Temple, Petaluma Boulevard and Western Avenue, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/04100/04147v.jpg,CA,Other,38.2325829,-122.636465,Petaluma
"Tom's Auto Body, 7229 West Melrose, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04200/04204v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Elmore Pharmacy sign, Walnut Street, Red Bluff, California",https://cdn.loc.gov/service/pnp/mrg/04200/04212v.jpg,CA,Sign,40.1784279,-122.235923,Red Bluff
"Greyhound Bus sign, Gabilan Street, Salinas, California",https://cdn.loc.gov/service/pnp/mrg/04200/04231v.jpg,CA,Sign,36.6744117,-121.655037,Salinas
"Korea Times Building, Vermont Avenue, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04200/04272v.jpg,CA,Historical Building,34.0536909,-118.242766,Los Angeles
"Crossroads of the World, Vine Street, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/04300/04319v.jpg,CA,Other,34.0980031,-118.329523,Hollywood
"Crossroads of the World, Hollywood Boulevard, side porthole, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/04300/04320v.jpg,CA,Other,34.0980031,-118.329523,Hollywood
"Crossroads of the World, Hollywood Boulevard, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/04300/04321v.jpg,CA,Other,34.0980031,-118.329523,Hollywood
"Crossroads of the World, Sunset Boulevard, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/04300/04322v.jpg,CA,Other,34.0980031,-118.329523,Hollywood
"Barber-Levy Shop, El Cajon Road, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04300/04324v.jpg,CA,Retail,32.7174202,-117.162772,San Diego
"Dellard Furniture Imports, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04300/04357v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Dellard Furniture Imports, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04300/04358v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"The Craft Company, Red Bluff, California",https://cdn.loc.gov/service/pnp/mrg/04300/04364v.jpg,CA,Other,40.1784279,-122.235923,Red Bluff
"The Craft Company, Red Bluff, California",https://cdn.loc.gov/service/pnp/mrg/04300/04366v.jpg,CA,Other,40.1784279,-122.235923,Red Bluff
"Beverly Upholstery, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04300/04378v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Roth Draperies, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04300/04379v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Cafe Waterfront, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04300/04393v.jpg,CA,Restaurant,40.8018746,-124.1707558,Eureka
"Blue Fox Lounge, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/04400/04403v.jpg,CA,Other,35.3738712,-119.019463,Bakersfield
"Strip mall, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04400/04411v.jpg,CA,Other,34.8253019,-116.0833144,San Bernardino
"Strip mall, La Mesa, California",https://cdn.loc.gov/service/pnp/mrg/04400/04412v.jpg,CA,Other,32.7678288,-117.0230839,La Mesa
"Carousel Mall, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04400/04413v.jpg,CA,Other,34.8253019,-116.0833144,San Bernardino
"Carousel Mall, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04400/04414v.jpg,CA,Other,34.8253019,-116.0833144,San Bernardino
"Carousel Mall, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04400/04415v.jpg,CA,Other,34.8253019,-116.0833144,San Bernardino
"Jeffrey Anderson Jewelry, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04400/04438v.jpg,CA,Other,40.8018746,-124.1707558,Eureka
"Jeffrey Anderson Jewelry, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04400/04439v.jpg,CA,Other,40.8018746,-124.1707558,Eureka
"Vintage Bank Antiques, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/04400/04488v.jpg,CA,Other,38.2325829,-122.636465,Petaluma
"Law office, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/04500/04510v.jpg,CA,Other,37.9577016,-121.290779,Stockton
"Bed Bath & Beyond, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/04500/04536v.jpg,CA,Other,35.3540209,-120.375716,San Luis Obispo
"Bed Bath & Beyond, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/04500/04537v.jpg,CA,Other,35.3540209,-120.375716,San Luis Obispo
"Harris Department Store, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04500/04571v.jpg,CA,Retail,34.8253019,-116.0833144,San Bernardino
"Kelli Clothing, Merced, California",https://cdn.loc.gov/service/pnp/mrg/04500/04572v.jpg,CA,Other,37.1641544,-120.7678602,Merced
"Palisade Garden Roller Skating, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04600/04604v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Palisade Garden Roller Skating, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04600/04605v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Palisade Garden Roller Skating, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04600/04606v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Palisade Garden Roller Skating, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04600/04607v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Palisade Garden Roller Skating, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04600/04608v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Beacon Liquors, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04600/04620v.jpg,CA,Other,34.0468546,-118.430254,West Los Angeles
"Helms Bakery, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/04600/04632v.jpg,CA,Other,34.0211224,-118.396466,Culver City
"Helms Bakery, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/04600/04633v.jpg,CA,Other,34.0211224,-118.396466,Culver City
"Helms Bakery, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/04600/04634v.jpg,CA,Other,34.0211224,-118.396466,Culver City
"American Fruit Growers, Inc., Riverside, California",https://cdn.loc.gov/service/pnp/mrg/04600/04638v.jpg,CA,Other,33.9824949,-117.374238,Riverside
"Dutch Ice, Manteca, California",https://cdn.loc.gov/service/pnp/mrg/04600/04642v.jpg,CA,Other,37.7986184,-121.2117148,Manteca
"Palm Market, Oxnard, California",https://cdn.loc.gov/service/pnp/mrg/04600/04671v.jpg,CA,Other,34.1976308,-119.180381,Oxnard
"Baer's Market, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/04600/04693v.jpg,CA,Other,34.0194704,-118.491227,Santa Monica
"Foxy's Hair Studio, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/04700/04703v.jpg,CA,Other,35.3738712,-119.019463,Bakersfield
"Foxy's Hair Studio, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/04700/04704v.jpg,CA,Other,35.3738712,-119.019463,Bakersfield
"Easton's Gym, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04700/04725v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Rock Stram Baths, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04700/04726v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Barber pole, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04700/04755v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Razor's Edge Barber Shop, Williams, California",https://cdn.loc.gov/service/pnp/mrg/04700/04767v.jpg,CA,Retail,39.1546844,-122.1498204,Williams
"Ber Neice's Barber Shop, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04700/04772v.jpg,CA,Retail,34.8253019,-116.0833144,San Bernardino
"Barber-Levy Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04700/04796v.jpg,CA,Retail,32.7174202,-117.162772,San Diego
"Tire Man, Venice, California",https://cdn.loc.gov/service/pnp/mrg/04800/04810v.jpg,CA,Other,33.995044,-118.4668875,Venice
"Citizen's Bank of Paso Robles sign, Paso Robles, California",https://cdn.loc.gov/service/pnp/mrg/04800/04827v.jpg,CA,Sign,35.6262618,-120.6901319,Paso Robles
"Tower Bowl, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/04800/04837v.jpg,CA,Historical Building,35.3540209,-120.375716,San Luis Obispo
"Orange Bowl sign, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/04800/04883v.jpg,CA,Sign,34.1064001,-117.3703235,Rialto
"The Tower Bowl, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04800/04897v.jpg,CA,Historical Building,32.7174202,-117.162772,San Diego
"The Tower Bowl, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04800/04898v.jpg,CA,Historical Building,32.7174202,-117.162772,San Diego
"Mendes Park Western Wear sign, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/04900/04911v.jpg,CA,Sign,36.7394421,-119.78483,Fresno
"Commercial building, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/04900/04960v.jpg,CA,Historical Building,37.9577016,-121.290779,Stockton
"Commercial building, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04900/04966v.jpg,CA,Historical Building,40.8018746,-124.1707558,Eureka
"Commercial building, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04900/04967v.jpg,CA,Historical Building,40.8018746,-124.1707558,Eureka
"100F Building, Gonzales, California",https://cdn.loc.gov/service/pnp/mrg/04900/04975v.jpg,CA,Historical Building,36.5080741,-121.4447041,Gonzales
"Parkhurst Building, Ocean Park, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/04900/04997v.jpg,CA,Park,34.0194704,-118.491227,Santa Monica
"Storefront, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/04900/04998v.jpg,CA,Retail,34.0194704,-118.491227,Santa Monica
"Shine Parlor, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05000/05000v.jpg,CA,Other,35.3738712,-119.019463,Bakersfield
"Parkhurst Building, Ocean Park, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/05000/05025v.jpg,CA,Park,34.0194704,-118.491227,Santa Monica
"Parkhurst Building, Ocean Park, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/05000/05026v.jpg,CA,Park,34.0194704,-118.491227,Santa Monica
"Shops, Venice, California",https://cdn.loc.gov/service/pnp/mrg/05000/05050v.jpg,CA,Retail,33.995044,-118.4668875,Venice
"Three stores, La Mesa, California",https://cdn.loc.gov/service/pnp/mrg/05100/05118v.jpg,CA,Retail,32.7678288,-117.0230839,La Mesa
"Hillcrest Arch, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05100/05122v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"United Equipment, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/05100/05143v.jpg,CA,Other,37.4946568,-120.8465941,Turlock
"United Equipment, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/05100/05144v.jpg,CA,Other,37.4946568,-120.8465941,Turlock
"United Equipment, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/05100/05145v.jpg,CA,Other,37.4946568,-120.8465941,Turlock
"Windmire Building, Solvang, California",https://cdn.loc.gov/service/pnp/mrg/05100/05152v.jpg,CA,Historical Building,34.5960774,-120.1381144,Solvang
"Sodaro's Furniture, Joshua Tree, California",https://cdn.loc.gov/service/pnp/mrg/05100/05167v.jpg,CA,Other,34.1233803,-116.3128792,Joshua Tree
"Atwater Signal-Merced Daily Sun Star, Atwater, California",https://cdn.loc.gov/service/pnp/mrg/05100/05186v.jpg,CA,Sign,37.3477174,-120.609084,Atwater
"Atwater Signal-Merced Daily Sun Star, Atwater, California",https://cdn.loc.gov/service/pnp/mrg/05100/05187v.jpg,CA,Sign,37.3477174,-120.609084,Atwater
"Union Oil, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05209v.jpg,CA,Other,34.0468546,-118.430254,West Los Angeles
"Union 76, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05200/05212v.jpg,CA,Other,34.0991995,-117.6022102,Cucamonga
"Union 76, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05200/05213v.jpg,CA,Other,34.0991995,-117.6022102,Cucamonga
"Old gas station, Beaumont, California",https://cdn.loc.gov/service/pnp/mrg/05200/05228v.jpg,CA,Gas Station,33.9299925,-116.9763092,Beaumont
"Old gas station, Beaumont, California",https://cdn.loc.gov/service/pnp/mrg/05200/05229v.jpg,CA,Gas Station,33.9299925,-116.9763092,Beaumont
"Old gas station, Beaumont, California",https://cdn.loc.gov/service/pnp/mrg/05200/05230v.jpg,CA,Gas Station,33.9299925,-116.9763092,Beaumont
"Old gas station, Beaumont, California",https://cdn.loc.gov/service/pnp/mrg/05200/05231v.jpg,CA,Gas Station,33.9299925,-116.9763092,Beaumont
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05232v.jpg,CA,Gas Station,37.9317766,-121.696026,Brentwood
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05233v.jpg,CA,Gas Station,37.9317766,-121.696026,Brentwood
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05234v.jpg,CA,Gas Station,37.9317766,-121.696026,Brentwood
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05235v.jpg,CA,Gas Station,37.9317766,-121.696026,Brentwood
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05236v.jpg,CA,Gas Station,37.9317766,-121.696026,Brentwood
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05237v.jpg,CA,Gas Station,37.9317766,-121.696026,Brentwood
"Span Colon Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05200/05238v.jpg,CA,Gas Station,34.4358295,-119.8276389,Goleta
"Span Colon Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05200/05239v.jpg,CA,Gas Station,34.4358295,-119.8276389,Goleta
"Span Colon Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05200/05240v.jpg,CA,Gas Station,34.4358295,-119.8276389,Goleta
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05241v.jpg,CA,Gas Station,34.0536909,-118.242766,Los Angeles
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05242v.jpg,CA,Gas Station,34.0536909,-118.242766,Los Angeles
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05243v.jpg,CA,Gas Station,34.0536909,-118.242766,Los Angeles
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05244v.jpg,CA,Gas Station,34.0536909,-118.242766,Los Angeles
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05245v.jpg,CA,Gas Station,34.0536909,-118.242766,Los Angeles
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05246v.jpg,CA,Gas Station,34.0536909,-118.242766,Los Angeles
"Cattoir Texaco, Arroyo Grande, California",https://cdn.loc.gov/service/pnp/mrg/05200/05249v.jpg,CA,Other,35.1235374,-120.5785796,Arroyo Grande
"Cattoir Texaco, Arroyo Grande, California",https://cdn.loc.gov/service/pnp/mrg/05200/05250v.jpg,CA,Other,35.1235374,-120.5785796,Arroyo Grande
"Cattoir Texaco, Arroyo Grande, California",https://cdn.loc.gov/service/pnp/mrg/05200/05251v.jpg,CA,Other,35.1235374,-120.5785796,Arroyo Grande
"Ang's Service Mobil, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05265v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Ang's Service Mobil, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05266v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Gas station, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/05200/05271v.jpg,CA,Gas Station,34.0211224,-118.396466,Culver City
"Richfield Station, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05300/05310v.jpg,CA,Gas Station,34.0991995,-117.6022102,Cucamonga
"Richfield Station, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05300/05311v.jpg,CA,Gas Station,34.0991995,-117.6022102,Cucamonga
"Richfield Station, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05300/05312v.jpg,CA,Gas Station,34.0991995,-117.6022102,Cucamonga
"Richfield Station, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05300/05313v.jpg,CA,Gas Station,34.0991995,-117.6022102,Cucamonga
"Realty Staton, Templeton, California",https://cdn.loc.gov/service/pnp/mrg/05300/05314v.jpg,CA,Other,35.5605315,-120.7007616,Templeton
"Gas station, Monterey Park, California",https://cdn.loc.gov/service/pnp/mrg/05300/05322v.jpg,CA,Gas Station,34.051522,-118.129807,Monterey Park
"World's Largest Redwood Tree Service Station, Ukiah, California",https://cdn.loc.gov/service/pnp/mrg/05300/05343v.jpg,CA,Gas Station,39.1501662,-123.2077861,Ukiah
"World's Largest Redwood Tree Service Station, Ukiah, California",https://cdn.loc.gov/service/pnp/mrg/05300/05344v.jpg,CA,Gas Station,39.1501662,-123.2077861,Ukiah
"Gas station Church, Pacoima, California",https://cdn.loc.gov/service/pnp/mrg/05300/05372v.jpg,CA,Gas Station,34.2625025,-118.427027,Pacoima
"Gas station Church, Pacoima, California",https://cdn.loc.gov/service/pnp/mrg/05300/05373v.jpg,CA,Gas Station,34.2625025,-118.427027,Pacoima
"Gas station Church, Pacoima, California",https://cdn.loc.gov/service/pnp/mrg/05300/05374v.jpg,CA,Gas Station,34.2625025,-118.427027,Pacoima
"Barnsdahl-Rio Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05401v.jpg,CA,Gas Station,34.4358295,-119.8276389,Goleta
"Barnsdahl-Rio Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05402v.jpg,CA,Gas Station,34.4358295,-119.8276389,Goleta
"Barnsdahl-Rio Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05403v.jpg,CA,Gas Station,34.4358295,-119.8276389,Goleta
"Barnsdahl-Rio Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05404v.jpg,CA,Gas Station,34.4358295,-119.8276389,Goleta
"Barnsdahl-Rio Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05405v.jpg,CA,Gas Station,34.4358295,-119.8276389,Goleta
"Union 76 Gas, Santa Ana, California",https://cdn.loc.gov/service/pnp/mrg/05400/05408v.jpg,CA,Gas Station,33.7494951,-117.873221,Santa Ana
"Gas station at Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/05400/05409v.jpg,CA,Gas Station,34.6134727,-120.193669,Buellton
"Gas station Richfield, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05433v.jpg,CA,Gas Station,34.4358295,-119.8276389,Goleta
"Union 76 Gas, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/05400/05464v.jpg,CA,Gas Station,35.3540209,-120.375716,San Luis Obispo
"Union 76 Gas, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/05400/05465v.jpg,CA,Gas Station,35.3540209,-120.375716,San Luis Obispo
"Union 76 Gas, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/05400/05466v.jpg,CA,Gas Station,35.3540209,-120.375716,San Luis Obispo
"Union 76 Gas, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/05400/05467v.jpg,CA,Gas Station,35.3540209,-120.375716,San Luis Obispo
"Brother's Mobil, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/05400/05497v.jpg,CA,Other,34.0194704,-118.491227,Santa Monica
"Mattoon Service Gulf, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/05500/05501v.jpg,CA,Other,34.0211224,-118.396466,Culver City
"Union Oil, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05500/05506v.jpg,CA,Other,34.0468546,-118.430254,West Los Angeles
"Giant Felix Used Cars, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05500/05525v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Golden Eagle Gas, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05526v.jpg,CA,Gas Station,32.7174202,-117.162772,San Diego
"Delta Queen Car Wash, Campbell, California",https://cdn.loc.gov/service/pnp/mrg/05500/05538v.jpg,CA,Other,37.2870626,-121.944881,Campbell
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05543v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05544v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05545v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05546v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05547v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05548v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05549v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05550v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05551v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05552v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05553v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05554v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05555v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05556v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Felix Chevrolet, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05500/05557v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Bell Point Motors, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05500/05564v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Firestone Factory, Southgate, California",https://cdn.loc.gov/service/pnp/mrg/05500/05565v.jpg,CA,Other,37.4333295,-122.1512119,Southgate
"Gates Tires, Mar Vista, California",https://cdn.loc.gov/service/pnp/mrg/05500/05566v.jpg,CA,Other,34.0037605,-118.4391641,Mar Vista
