name,image_link,state,city,latitude,longitude
"American Fruit Growers, Inc., Riverside, California",https://cdn.loc.gov/service/pnp/mrg/04600/04638v.jpg,California,Riverside,33.9824949,-117.374238
"Dutch Ice, Manteca, California",https://cdn.loc.gov/service/pnp/mrg/04600/04642v.jpg,California,Manteca,37.7986184,-121.2117148
"Palm Market, Oxnard, California",https://cdn.loc.gov/service/pnp/mrg/04600/04671v.jpg,California,Oxnard,34.1976308,-119.180381
"Baer's Market, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/04600/04693v.jpg,California,Santa Monica,34.0194704,-118.491227
"Foxy's Hair Studio, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/04700/04703v.jpg,California,Bakersfield,35.3738712,-119.019463
"Foxy's Hair Studio, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/04700/04704v.jpg,California,Bakersfield,35.3738712,-119.019463
"Easton's Gym, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04700/04725v.jpg,California,Los Angeles,34.0536909,-118.242766
"Rock Stram Baths, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04700/04726v.jpg,California,Los Angeles,34.0536909,-118.242766
"Barber pole, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04700/04755v.jpg,California,San Diego,32.7174202,-117.162772
"Razor's Edge Barber Shop, Williams, California",https://cdn.loc.gov/service/pnp/mrg/04700/04767v.jpg,California,Williams,39.1546844,-122.1498204
"Ber Neice's Barber Shop, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04700/04772v.jpg,California,San Bernardino,34.8253019,-116.0833144
"Barber-Levy Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04700/04796v.jpg,California,San Diego,32.7174202,-117.162772
"Tire Man, Venice, California",https://cdn.loc.gov/service/pnp/mrg/04800/04810v.jpg,California,Venice,33.995044,-118.4668875
"Citizen's Bank of Paso Robles sign, Paso Robles, California",https://cdn.loc.gov/service/pnp/mrg/04800/04827v.jpg,California,Paso Robles,35.6262618,-120.6901319
"Tower Bowl, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/04800/04837v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Orange Bowl sign, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/04800/04883v.jpg,California,Rialto,34.1064001,-117.3703235
"The Tower Bowl, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04800/04897v.jpg,California,San Diego,32.7174202,-117.162772
"The Tower Bowl, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04800/04898v.jpg,California,San Diego,32.7174202,-117.162772
"Mendes Park Western Wear sign, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/04900/04911v.jpg,California,Fresno,36.7394421,-119.78483
"Commercial building, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/04900/04960v.jpg,California,Stockton,37.9577016,-121.290779
"Commercial building, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04900/04966v.jpg,California,Eureka,40.8018746,-124.1707558
"Commercial building, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04900/04967v.jpg,California,Eureka,40.8018746,-124.1707558
"100F Building, Gonzales, California",https://cdn.loc.gov/service/pnp/mrg/04900/04975v.jpg,California,Gonzales,36.5080741,-121.4447041
"Parkhurst Building, Ocean Park, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/04900/04997v.jpg,California,Santa Monica,34.0194704,-118.491227
"Storefront, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/04900/04998v.jpg,California,Santa Monica,34.0194704,-118.491227
"Shine Parlor, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05000/05000v.jpg,California,Bakersfield,35.3738712,-119.019463
"Parkhurst Building, Ocean Park, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/05000/05025v.jpg,California,Santa Monica,34.0194704,-118.491227
"Parkhurst Building, Ocean Park, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/05000/05026v.jpg,California,Santa Monica,34.0194704,-118.491227
"Shops, Venice, California",https://cdn.loc.gov/service/pnp/mrg/05000/05050v.jpg,California,Venice,33.995044,-118.4668875
"Three stores, La Mesa, California",https://cdn.loc.gov/service/pnp/mrg/05100/05118v.jpg,California,La Mesa,32.7678288,-117.0230839
"Hillcrest Arch, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05100/05122v.jpg,California,San Diego,32.7174202,-117.162772
"United Equipment, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/05100/05143v.jpg,California,Turlock,37.4946568,-120.8465941
"United Equipment, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/05100/05144v.jpg,California,Turlock,37.4946568,-120.8465941
"United Equipment, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/05100/05145v.jpg,California,Turlock,37.4946568,-120.8465941
"Windmire Building, Solvang, California",https://cdn.loc.gov/service/pnp/mrg/05100/05152v.jpg,California,Solvang,34.5960774,-120.1381144
"Sodaro's Furniture, Joshua Tree, California",https://cdn.loc.gov/service/pnp/mrg/05100/05167v.jpg,California,Joshua Tree,34.1233803,-116.3128792
"Atwater Signal-Merced Daily Sun Star, Atwater, California",https://cdn.loc.gov/service/pnp/mrg/05100/05186v.jpg,California,Atwater,37.3477174,-120.609084
"Atwater Signal-Merced Daily Sun Star, Atwater, California",https://cdn.loc.gov/service/pnp/mrg/05100/05187v.jpg,California,Atwater,37.3477174,-120.609084
"Union Oil, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05209v.jpg,California,West Los Angeles,34.0468546,-118.430254
"Union 76, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05200/05212v.jpg,California,Cucamonga,34.0991995,-117.6022102
"Union 76, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05200/05213v.jpg,California,Cucamonga,34.0991995,-117.6022102
"Old gas station, Beaumont, California",https://cdn.loc.gov/service/pnp/mrg/05200/05228v.jpg,California,Beaumont,33.9299925,-116.9763092
"Old gas station, Beaumont, California",https://cdn.loc.gov/service/pnp/mrg/05200/05229v.jpg,California,Beaumont,33.9299925,-116.9763092
"Old gas station, Beaumont, California",https://cdn.loc.gov/service/pnp/mrg/05200/05230v.jpg,California,Beaumont,33.9299925,-116.9763092
"Old gas station, Beaumont, California",https://cdn.loc.gov/service/pnp/mrg/05200/05231v.jpg,California,Beaumont,33.9299925,-116.9763092
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05232v.jpg,California,Brentwood,37.9317766,-121.696026
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05233v.jpg,California,Brentwood,37.9317766,-121.696026
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05234v.jpg,California,Brentwood,37.9317766,-121.696026
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05235v.jpg,California,Brentwood,37.9317766,-121.696026
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05236v.jpg,California,Brentwood,37.9317766,-121.696026
"Chevron station, Brentwood, California",https://cdn.loc.gov/service/pnp/mrg/05200/05237v.jpg,California,Brentwood,37.9317766,-121.696026
"Span Colon Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05200/05238v.jpg,California,Goleta,34.4358295,-119.8276389
"Span Colon Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05200/05239v.jpg,California,Goleta,34.4358295,-119.8276389
"Span Colon Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05200/05240v.jpg,California,Goleta,34.4358295,-119.8276389
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05241v.jpg,California,Los Angeles,34.0536909,-118.242766
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05242v.jpg,California,Los Angeles,34.0536909,-118.242766
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05243v.jpg,California,Los Angeles,34.0536909,-118.242766
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05244v.jpg,California,Los Angeles,34.0536909,-118.242766
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05245v.jpg,California,Los Angeles,34.0536909,-118.242766
"Seaside Gas, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05246v.jpg,California,Los Angeles,34.0536909,-118.242766
"Cattoir Texaco, Arroyo Grande, California",https://cdn.loc.gov/service/pnp/mrg/05200/05249v.jpg,California,Arroyo Grande,35.1235374,-120.5785796
"Cattoir Texaco, Arroyo Grande, California",https://cdn.loc.gov/service/pnp/mrg/05200/05250v.jpg,California,Arroyo Grande,35.1235374,-120.5785796
"Cattoir Texaco, Arroyo Grande, California",https://cdn.loc.gov/service/pnp/mrg/05200/05251v.jpg,California,Arroyo Grande,35.1235374,-120.5785796
"Ang's Service Mobil, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05265v.jpg,California,Los Angeles,34.0536909,-118.242766
"Ang's Service Mobil, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05200/05266v.jpg,California,Los Angeles,34.0536909,-118.242766
"Gas station, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/05200/05271v.jpg,California,Culver City,34.0211224,-118.396466
"Richfield Station, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05300/05310v.jpg,California,Cucamonga,34.0991995,-117.6022102
"Richfield Station, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05300/05311v.jpg,California,Cucamonga,34.0991995,-117.6022102
"Richfield Station, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05300/05312v.jpg,California,Cucamonga,34.0991995,-117.6022102
"Richfield Station, Cucamonga, California",https://cdn.loc.gov/service/pnp/mrg/05300/05313v.jpg,California,Cucamonga,34.0991995,-117.6022102
"Realty Staton, Templeton, California",https://cdn.loc.gov/service/pnp/mrg/05300/05314v.jpg,California,Templeton,35.5605315,-120.7007616
"Gas station, Monterey Park, California",https://cdn.loc.gov/service/pnp/mrg/05300/05322v.jpg,California,Monterey Park,34.051522,-118.129807
"World's Largest Redwood Tree Service Station, Ukiah, California",https://cdn.loc.gov/service/pnp/mrg/05300/05343v.jpg,California,Ukiah,39.1501662,-123.2077861
"World's Largest Redwood Tree Service Station, Ukiah, California",https://cdn.loc.gov/service/pnp/mrg/05300/05344v.jpg,California,Ukiah,39.1501662,-123.2077861
"Gas station Church, Pacoima, California",https://cdn.loc.gov/service/pnp/mrg/05300/05372v.jpg,California,Pacoima,34.2625025,-118.427027
"Gas station Church, Pacoima, California",https://cdn.loc.gov/service/pnp/mrg/05300/05373v.jpg,California,Pacoima,34.2625025,-118.427027
"Gas station Church, Pacoima, California",https://cdn.loc.gov/service/pnp/mrg/05300/05374v.jpg,California,Pacoima,34.2625025,-118.427027
"Barnsdahl-Rio Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05401v.jpg,California,Goleta,34.4358295,-119.8276389
"Barnsdahl-Rio Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05402v.jpg,California,Goleta,34.4358295,-119.8276389
"Barnsdahl-Rio Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05403v.jpg,California,Goleta,34.4358295,-119.8276389
"Barnsdahl-Rio Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05404v.jpg,California,Goleta,34.4358295,-119.8276389
"Barnsdahl-Rio Gas, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05405v.jpg,California,Goleta,34.4358295,-119.8276389
"Union 76 Gas, Santa Ana, California",https://cdn.loc.gov/service/pnp/mrg/05400/05408v.jpg,California,Santa Ana,33.7494951,-117.873221
"Gas station at Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/05400/05409v.jpg,California,Buellton,34.6134727,-120.193669
"Gas station Richfield, Goleta, California",https://cdn.loc.gov/service/pnp/mrg/05400/05433v.jpg,California,Goleta,34.4358295,-119.8276389
"Union 76 Gas, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/05400/05464v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Union 76 Gas, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/05400/05465v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Union 76 Gas, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/05400/05466v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Union 76 Gas, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/05400/05467v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Brother's Mobil, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/05400/05497v.jpg,California,Santa Monica,34.0194704,-118.491227
"Mattoon Service Gulf, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/05500/05501v.jpg,California,Culver City,34.0211224,-118.396466
"Union Oil, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05500/05506v.jpg,California,West Los Angeles,34.0468546,-118.430254
"Giant Felix Used Cars, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05500/05525v.jpg,California,Los Angeles,34.0536909,-118.242766
"Golden Eagle Gas, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05526v.jpg,California,San Diego,32.7174202,-117.162772
"Delta Queen Car Wash, Campbell, California",https://cdn.loc.gov/service/pnp/mrg/05500/05538v.jpg,California,Campbell,37.2870626,-121.944881
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05543v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05544v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05545v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05546v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05547v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05548v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05549v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05550v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05551v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05552v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05553v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05554v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05555v.jpg,California,San Diego,32.7174202,-117.162772
"Egyptian Garage, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05500/05556v.jpg,California,San Diego,32.7174202,-117.162772
"Felix Chevrolet, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05500/05557v.jpg,California,Los Angeles,34.0536909,-118.242766
"Bell Point Motors, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05500/05564v.jpg,California,Los Angeles,34.0536909,-118.242766
"Firestone Factory, Southgate, California",https://cdn.loc.gov/service/pnp/mrg/05500/05565v.jpg,California,Southgate,37.4333295,-122.1512119
"Gates Tires, Mar Vista, California",https://cdn.loc.gov/service/pnp/mrg/05500/05566v.jpg,California,Mar Vista,34.0037605,-118.4391641
"Gates Tires, Mar Vista, California",https://cdn.loc.gov/service/pnp/mrg/05500/05567v.jpg,California,Mar Vista,34.0037605,-118.4391641
"Gates Tires, Mar Vista, California",https://cdn.loc.gov/service/pnp/mrg/05500/05568v.jpg,California,Mar Vista,34.0037605,-118.4391641
"Felix Body Shop, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05500/05575v.jpg,California,Los Angeles,34.0536909,-118.242766
"Orange Blossom Grocery and Gas, Fontana, California",https://cdn.loc.gov/service/pnp/mrg/05500/05584v.jpg,California,Fontana,34.0922947,-117.43433
"Union Oil Gas, Sawtelle, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05600/05601v.jpg,California,Los Angeles,34.0536909,-118.242766
"Delta Queen Car Wash, Campbell, California",https://cdn.loc.gov/service/pnp/mrg/05600/05627v.jpg,California,Campbell,37.2870626,-121.944881
"Wheel align sign, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05600/05630v.jpg,California,San Diego,32.7174202,-117.162772
"OK Used Car sign, Arcata, California",https://cdn.loc.gov/service/pnp/mrg/05600/05634v.jpg,California,Arcata,40.866517,-124.08284
"Tire Man Big Brand tire statue, Van Nuys, California",https://cdn.loc.gov/service/pnp/mrg/05600/05643v.jpg,California,Van Nuys,34.1866193,-118.4486675
"Tire Man Big Brand tire statue, Van Nuys, California",https://cdn.loc.gov/service/pnp/mrg/05600/05644v.jpg,California,Van Nuys,34.1866193,-118.4486675
"Earl Scheib sign, Beverly Hills, California",https://cdn.loc.gov/service/pnp/mrg/05600/05649v.jpg,California,Beverly Hills,34.0696501,-118.3963062
"Far-go gas pump, Main Street, Barstow, California",https://cdn.loc.gov/service/pnp/mrg/05600/05695v.jpg,California,Barstow,34.8986215,-117.0244313
"Olympic gas pumps, El Cajon, California",https://cdn.loc.gov/service/pnp/mrg/05700/05704v.jpg,California,El Cajon,32.7947731,-116.962526
"Visible pump, Loma Linda, California",https://cdn.loc.gov/service/pnp/mrg/05700/05708v.jpg,California,Loma Linda,34.0537971,-117.2610925
"Far-go gas pumps, Main Street, Barstow, California",https://cdn.loc.gov/service/pnp/mrg/05700/05716v.jpg,California,Barstow,34.8986215,-117.0244313
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05720v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05721v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05722v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05723v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05724v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05725v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05726v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05727v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05728v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05729v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05730v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05731v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05732v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05733v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05734v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05735v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05736v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05737v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05738v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05739v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05740v.jpg,California,Bakersfield,35.3738712,-119.019463
"Fox Theater, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05700/05742v.jpg,California,Los Angeles,34.0536909,-118.242766
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05700/05743v.jpg,California,Visalia,36.3302284,-119.292058
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05700/05744v.jpg,California,Visalia,36.3302284,-119.292058
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05700/05745v.jpg,California,Visalia,36.3302284,-119.292058
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05700/05746v.jpg,California,Visalia,36.3302284,-119.292058
"Hollywood Palladium, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05747v.jpg,California,Hollywood,34.0980031,-118.329523
"Hollywood Palladium, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05748v.jpg,California,Hollywood,34.0980031,-118.329523
"Cinema, Merced, California",https://cdn.loc.gov/service/pnp/mrg/05700/05749v.jpg,California,Merced,37.1641544,-120.7678602
"Mayfair Music Hall, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/05700/05750v.jpg,California,Santa Monica,34.0194704,-118.491227
"Grauman's Chinese Theater, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05753v.jpg,California,Hollywood,34.0980031,-118.329523
"Grauman's Chinese Theater, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05754v.jpg,California,Hollywood,34.0980031,-118.329523
"Grauman's Chinese Theater, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05755v.jpg,California,Hollywood,34.0980031,-118.329523
"Minor Theater, Arcata, California",https://cdn.loc.gov/service/pnp/mrg/05700/05757v.jpg,California,Arcata,40.866517,-124.08284
"Atwater signal-Merced Daily Sun Star, Atwater, California",https://cdn.loc.gov/service/pnp/mrg/05700/05758v.jpg,California,Atwater,37.3477174,-120.609084
"Chinese Theater, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05759v.jpg,California,Hollywood,34.0980031,-118.329523
"Culver Theater, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/05700/05760v.jpg,California,Culver City,34.0211224,-118.396466
"Balboa Theater, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05700/05762v.jpg,California,San Diego,32.7174202,-117.162772
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05763v.jpg,California,Fresno,36.7394421,-119.78483
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05764v.jpg,California,Fresno,36.7394421,-119.78483
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05765v.jpg,California,Fresno,36.7394421,-119.78483
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05766v.jpg,California,Fresno,36.7394421,-119.78483
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05767v.jpg,California,Fresno,36.7394421,-119.78483
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05768v.jpg,California,Fresno,36.7394421,-119.78483
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05769v.jpg,California,Fresno,36.7394421,-119.78483
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05770v.jpg,California,Fresno,36.7394421,-119.78483
"Tower Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05771v.jpg,California,Sacramento,38.5810606,-121.493895
"Tower Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05772v.jpg,California,Sacramento,38.5810606,-121.493895
"Tower Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05773v.jpg,California,Sacramento,38.5810606,-121.493895
"Fox Theater, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/05700/05774v.jpg,California,Riverside,33.9824949,-117.374238
"Fox Theater, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/05700/05775v.jpg,California,Riverside,33.9824949,-117.374238
"Fox Theater, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/05700/05776v.jpg,California,Riverside,33.9824949,-117.374238
"Fox Theater, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/05700/05777v.jpg,California,Riverside,33.9824949,-117.374238
"Tower Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05778v.jpg,California,Fresno,36.7394421,-119.78483
"Tower Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05779v.jpg,California,Fresno,36.7394421,-119.78483
"Tower Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05780v.jpg,California,Fresno,36.7394421,-119.78483
"Star Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05781v.jpg,California,Sacramento,38.5810606,-121.493895
"Esquire Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05782v.jpg,California,Sacramento,38.5810606,-121.493895
"Esquire Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05783v.jpg,California,Sacramento,38.5810606,-121.493895
"Esquire Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05784v.jpg,California,Sacramento,38.5810606,-121.493895
"Esquire Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05785v.jpg,California,Sacramento,38.5810606,-121.493895
"Esquire Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05786v.jpg,California,Sacramento,38.5810606,-121.493895
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05787v.jpg,California,Oakland,37.8044557,-122.271356
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05788v.jpg,California,Oakland,37.8044557,-122.271356
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05789v.jpg,California,Oakland,37.8044557,-122.271356
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05790v.jpg,California,Oakland,37.8044557,-122.271356
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05791v.jpg,California,Oakland,37.8044557,-122.271356
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05792v.jpg,California,Oakland,37.8044557,-122.271356
